mid,用户名,发文时间,内容,转发数,评论数,点赞数
4486853535032423#,尉梅友,2020-03-26,"
他们真的很伟大//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853531045069#,只为现狂,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4486853526576583#,JiaXin-珂,2020-03-26,"
#感谢 有你# 感谢你们的付出 O网页链接 ​                ", , ,
4486853522878942#,付座香,2020-03-26,"
                    //@王珞丹:#感谢 有你# 感谢所有为疫情奋战过的医护人员，致敬仍坚守在抗疫最前线的工作者们。唯愿，春来，疫去，民安。点击链接 O网页链接 感受更多爱的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853505735462#,JiaXin-珂,2020-03-26,"
#感谢 有你# 感谢你们的付出 O网页链接 ​                ", , ,
4486853496973784#,来自宋朝的青蛙,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853489329553#,东北十三太保战魂堂霞,2020-03-26,"
大家就是应该去感谢这些人//@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853488851130#,babybluemouse绍,2020-03-26,"
                    快到我的碗里来哦//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853480670716#,淡风融月100,2020-03-26,"
                    //@郭艾伦:#感谢 有你# 两个多月里，是伟大的医护人员不顾一切冲在第一线，为我们争取了这场宝贵的胜利。他们投身于这样伟大的事业，没有任何功利，只为奉献自己，感谢他们所做一切。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853476944118#,一飞冲天OK,2020-03-26,"
                    终于感到快解放了 致敬最可爱的人！//@王煊Angelo:#感谢 有你#看到援鄂医疗队们陆续离开，看到新增病例数目逐渐清零，才意识到原来我们距离抗疫胜利已经很近了！感谢他们不顾自身安危的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853471898295#,欧阳May应,2020-03-26,"
                    他们太辛苦了//@雷公子Jecci:#感谢 有你#突如其来的疫情让我的家乡湖北遭受了前所未有的灾难。疫情爆发时超4万名援鄂医疗工作者，白衣执甲，出征前线。感谢你们的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853459557189#,一个人照样活的精彩要勇敢,2020-03-26,"
感谢所有在一线的你们辛苦了//@网瘾少年的八卦日常:#感谢 有你#全力以赴的医护人员以及各行各业的抗疫一线工作者，感谢你们无私奉献，为国为民拼尽全力。是你们这样一群可爱的人让我们记住了这个饱有温度的特殊时期，点击链接O网页链接 看更多感人的故事，我们和@活力伊利                 ", , ,
4486853447411546#,刺青部落蓝,2020-03-26,"
                    援鄂医疗队员是为武汉拼过命的人//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853447210030#,咿呀咿呀高调的小喇叭,2020-03-26,"
                    以后尽量买国货，因为在困难时期，只有国人只有同胞能救命//@嘉行迪丽热巴工作室:#感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默付出与坚守的所有人！一切都会慢慢好起来，加油！点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢和祝福～                ", , 1,1
4486853438769515#,唯爱女包品牌店,2020-03-26,"
                    一切都会好起来的，大家都要好好的。//@王煊Angelo:#感谢 有你#看到援鄂医疗队们陆续离开，看到新增病例数目逐渐清零，才意识到原来我们距离抗疫胜利已经很近了！感谢他们不顾自身安危的付出！点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853435029836#,superlsg灏,2020-03-26,"
                    看起来还真是有意思呢，不错。//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853430282857#,耀群景,2020-03-26,"
                    一个字--赞赞！！！//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853422379420#,平繁WH,2020-03-26,"
                    //@苑子豪:#感谢 有你# 感谢每一位坚守在一线的医护工作者，是你们的勇敢逆行，让我们勇敢前行；是你们的无私坚守，让我们可以迎着朝阳奔跑！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853421826563#,铁式凌,2020-03-26,"
#感谢 有你# 谢谢逆行的英雄们，有你们是国家之幸，人民之福，愿你们一生平安！ O网页链接 ​                ", , ,
4486853421515002#,何慕然逍遥,2020-03-26,"
                    //@郭蕾Lacy:#感谢 有你#感谢所有为抗击疫情付出努力的医护工作人员和每一位坚守在抗疫一线的工作人员！是你们牺牲与家人团聚的时光，保全了我们的家人，你们的故事不会被遗忘！ 点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , 1,
4486853418160467#,见你是长安,2020-03-26,"
//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , 1,
4486853400734866#,寸小美务,2020-03-26,"
                    援鄂医疗队员，付出了很多很多//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853392260077#,Iolanthe_Arnauld俏,2020-03-26,"
你们是中国的英雄。//@李云涛ICON:#感谢 有你#感谢疫情以来每一位社区工作人员, 投入到紧张的疫情防控工作中,做好居民登记、测体温、宣传疫情防控知识等，24小时不空岗值守。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853388887542#,时淑香tamia,2020-03-26,"
@刘涛tamia 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@刘涛tamia:#感谢 有你# 致敬所有在疫情期间昼夜奋战，为抗疫持续研究的科研工作者。感谢你们守护了我们的健康与生命。点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853388324759#,苏都布仁oR06,2020-03-26,"
                    医疗队是在一线拼命//@陆琪:#感谢 有你# 援鄂医疗队正在陆续撤离，金银潭医院院长在机场送别的时候说，“你们都是超人啊。”是啊，一个个平凡可爱的人，做了我们的超人。点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853384673900#,陈小朋友c,2020-03-26,"
                    向一线抗疫英雄致敬！一起静待破晓//@安慕希希腊酸奶:#感谢 有你# 感谢Dear-迪丽热巴 与安慕希、@活力伊利 一起为健康加油！向一线抗疫英雄致敬！点击链接 O网页链接 ，看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4486853384116474#,李现是个小甜豆1019,2020-03-26,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​​​                ", , 1,
4486853383824671#,欧阳May应,2020-03-26,"
                    我会一直 围观的呢，嘿嘿//@Miss-HoneyHoneyHoney:#感谢 有你#感谢一线的医护工作者，你们不懈的努力才让疫情得以控制，是你们牺牲与家人团聚的时间换来更多家庭的团聚，谢谢你们～点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4486853380240340#,用户7276925438,2020-03-26,"
                    //@江疏影:#感谢 有你# 感谢这场战疫中奋战在一线的所有抗疫英雄们，谢谢你们的坚守，托举生命的希望。辛苦了！​点击链接O网页链接看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。​                ", , ,
4486853379882010#,Dera-爱丽丝,2020-03-26,"
                    //@嘉行迪丽热巴工作室:#感谢 有你# 感谢这些天不惧危险，不顾辛劳为我们默默付出与坚守的所有人！一切都会慢慢好起来，加油！点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢和祝福～                ", , 1,
